,seller,offerType,price,abtest,vehicleType,gearbox,powerPS,model,kilometer,fuelType,brand,notRepairedDamage,Age
33026,privat,Angebot,9500,control,limousine,manuell,122,1er,90000,benzin,bmw,,13.67
33027,privat,Angebot,2500,control,cabrio,manuell,163,slk,150000,benzin,mercedes_benz,ja,21.0
33029,privat,Angebot,220,control,coupe,manuell,102,3er,150000,benzin,bmw,ja,23.17
33031,privat,Angebot,220,control,,manuell,50,arosa,150000,,seat,,21.42
33032,privat,Angebot,28000,control,limousine,manuell,184,octavia,20000,diesel,skoda,nein,6.17
33033,privat,Angebot,4200,control,kleinwagen,manuell,75,,150000,diesel,opel,nein,13.25
33035,privat,Angebot,1800,control,limousine,manuell,82,a_klasse,150000,benzin,mercedes_benz,nein,18.42
33036,privat,Angebot,1650,test,suv,manuell,117,freelander,150000,benzin,land_rover,ja,19.75
33037,privat,Angebot,1100,control,kleinwagen,manuell,68,micra,150000,diesel,nissan,ja,16.25
33038,privat,Angebot,19990,control,coupe,automatik,156,c_klasse,30000,benzin,mercedes_benz,nein,10.75
33039,privat,Angebot,5890,control,kleinwagen,manuell,83,fiesta,125000,benzin,ford,nein,12.42
33040,privat,Angebot,1999,control,,manuell,118,3er,150000,,bmw,nein,3.67
33041,privat,Angebot,2690,test,,manuell,145,galaxy,150000,benzin,ford,nein,4.0
33042,privat,Angebot,7200,test,kombi,automatik,140,a4,150000,diesel,audi,nein,14.5
33043,privat,Angebot,699,control,kleinwagen,manuell,54,twingo,150000,benzin,renault,nein,24.0
33044,privat,Angebot,15600,test,limousine,manuell,86,golf,20000,benzin,volkswagen,nein,6.17
33045,privat,Angebot,1600,test,limousine,manuell,115,,150000,benzin,volkswagen,ja,22.75
33046,privat,Angebot,795,control,kleinwagen,manuell,75,golf,150000,benzin,volkswagen,nein,28.33
33047,privat,Angebot,4500,test,bus,manuell,102,touran,150000,benzin,volkswagen,nein,17.25
33048,privat,Angebot,750,control,bus,manuell,140,galaxy,150000,lpg,ford,nein,18.42
33049,privat,Angebot,1599,test,kleinwagen,manuell,125,golf,150000,benzin,volkswagen,nein,23.0
33050,privat,Angebot,400,test,,manuell,60,golf,150000,,volkswagen,nein,21.0
33051,privat,Angebot,3222,test,kleinwagen,manuell,75,clio,150000,benzin,renault,nein,14.83
33052,privat,Angebot,1150,test,kleinwagen,manuell,54,twingo,150000,diesel,renault,nein,20.33
33053,privat,Angebot,700,test,bus,manuell,147,andere,150000,benzin,lancia,,25.83
33054,privat,Angebot,8199,test,limousine,manuell,260,3_reihe,125000,benzin,mazda,nein,13.92
33055,privat,Angebot,11990,control,coupe,automatik,200,tt,150000,benzin,audi,nein,14.83
33056,privat,Angebot,1900,control,kombi,manuell,88,transporter,150000,diesel,volkswagen,nein,22.5
33057,privat,Angebot,1250,control,,manuell,145,,150000,,ford,,5.42
33058,privat,Angebot,2300,test,kleinwagen,manuell,54,fabia,150000,benzin,skoda,,16.75
33059,privat,Angebot,850,test,kleinwagen,manuell,60,golf,150000,benzin,volkswagen,nein,25.83
33060,privat,Angebot,26499,test,bus,automatik,163,viano,100000,diesel,mercedes_benz,nein,9.08
33061,privat,Angebot,24990,test,kombi,manuell,380,andere,150000,benzin,audi,nein,21.92
33062,privat,Angebot,13000,control,limousine,manuell,177,3er,80000,diesel,bmw,nein,13.33
33063,privat,Angebot,9990,test,kombi,manuell,131,megane,40000,benzin,renault,nein,10.58
33064,privat,Angebot,7777,control,cabrio,automatik,197,clk,125000,benzin,mercedes_benz,nein,18.25
33065,privat,Angebot,5300,test,cabrio,manuell,129,3er,150000,benzin,bmw,,33.33
33066,privat,Angebot,3400,test,kleinwagen,,61,fortwo,80000,benzin,smart,nein,13.83
33068,privat,Angebot,4700,control,cabrio,manuell,95,ka,60000,benzin,ford,nein,18.75
33069,privat,Angebot,1650,test,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,19.5
33070,privat,Angebot,22400,test,suv,automatik,140,tiguan,80000,diesel,volkswagen,nein,9.25
33071,privat,Angebot,1100,test,limousine,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein,27.5
33072,privat,Angebot,3400,control,,manuell,98,andere,150000,,citroen,,4.42
33073,privat,Angebot,2999,control,coupe,manuell,125,civic,90000,benzin,honda,ja,18.25
33074,privat,Angebot,5300,control,kombi,manuell,80,fabia,80000,benzin,skoda,nein,14.75
33075,privat,Angebot,9400,control,coupe,manuell,90,astra,80000,benzin,opel,nein,13.25
33076,privat,Angebot,6150,test,limousine,automatik,218,7er,150000,diesel,bmw,nein,18.5
33077,privat,Angebot,2500,control,,manuell,75,golf,150000,benzin,volkswagen,,5.25
33079,privat,Angebot,1200,test,kleinwagen,manuell,58,twingo,150000,benzin,renault,nein,21.25
33080,privat,Angebot,2600,control,kombi,manuell,90,golf,150000,diesel,volkswagen,nein,20.92
33081,privat,Angebot,2499,control,limousine,manuell,120,laguna,150000,benzin,renault,nein,19.33
33082,privat,Angebot,6000,control,limousine,automatik,224,s_klasse,150000,lpg,mercedes_benz,nein,20.42
33083,privat,Angebot,18699,control,suv,,179,tiguan,90000,benzin,volkswagen,nein,10.75
33084,privat,Angebot,11500,control,kombi,manuell,170,c_klasse,150000,diesel,mercedes_benz,nein,15.0
33085,privat,Angebot,2500,test,limousine,manuell,116,golf,150000,benzin,volkswagen,nein,21.75
33086,privat,Angebot,5900,test,kleinwagen,manuell,75,up,70000,benzin,volkswagen,nein,9.25
33087,privat,Angebot,13900,control,limousine,automatik,177,3er,150000,diesel,bmw,,13.67
33088,privat,Angebot,7600,test,kombi,manuell,102,caddy,90000,benzin,volkswagen,nein,13.25
33089,privat,Angebot,36000,test,bus,automatik,179,transporter,125000,diesel,volkswagen,nein,8.33
33090,privat,Angebot,1999,control,limousine,manuell,125,a3,125000,benzin,audi,nein,24.42
33091,privat,Angebot,1450,test,,manuell,101,astra,150000,benzin,opel,nein,4.0
33092,privat,Angebot,1750,test,kleinwagen,manuell,75,golf,150000,benzin,volkswagen,,22.67
33093,privat,Angebot,1999,control,kombi,automatik,101,passat,150000,diesel,volkswagen,nein,17.33
33094,privat,Angebot,3450,test,coupe,manuell,109,c4,150000,benzin,citroen,nein,15.58
33095,privat,Angebot,500,test,kombi,manuell,60,golf,150000,benzin,volkswagen,nein,24.5
33096,privat,Angebot,7300,control,kombi,manuell,129,avensis,125000,benzin,toyota,nein,15.33
33097,privat,Angebot,1350,control,limousine,manuell,116,focus,150000,benzin,ford,nein,22.17
33098,privat,Angebot,6000,control,bus,manuell,151,transporter,150000,diesel,volkswagen,nein,22.17
33099,privat,Angebot,2250,test,kleinwagen,manuell,65,picanto,70000,benzin,kia,nein,15.25
33101,privat,Angebot,1699,control,kleinwagen,manuell,50,polo,150000,benzin,volkswagen,nein,20.25
33102,privat,Angebot,3600,test,cabrio,manuell,163,clk,150000,benzin,mercedes_benz,nein,18.5
33103,privat,Angebot,12350,control,limousine,automatik,184,c_klasse,100000,benzin,mercedes_benz,nein,14.67
33104,privat,Angebot,1600,test,bus,manuell,68,transporter,150000,diesel,volkswagen,ja,26.08
33105,privat,Angebot,1850,control,kleinwagen,manuell,150,2_reihe,150000,benzin,peugeot,nein,21.25
33106,privat,Angebot,5950,test,limousine,manuell,286,5er,150000,benzin,bmw,nein,21.42
33107,privat,Angebot,999,test,limousine,manuell,122,c_klasse,150000,benzin,mercedes_benz,,25.33
33109,privat,Angebot,4800,control,limousine,automatik,105,golf,150000,diesel,volkswagen,nein,16.0
33110,privat,Angebot,1350,test,kleinwagen,manuell,75,corsa,150000,benzin,opel,nein,19.67
33111,privat,Angebot,500,control,kombi,automatik,143,5er,150000,diesel,bmw,nein,25.83
33112,privat,Angebot,1950,test,limousine,manuell,103,stilo,150000,benzin,fiat,nein,17.17
33113,privat,Angebot,42900,control,limousine,automatik,184,q3,10000,diesel,audi,nein,6.33
33114,privat,Angebot,2490,test,kombi,manuell,121,ptcruiser,150000,diesel,chrysler,nein,17.92
33115,privat,Angebot,850,control,limousine,automatik,122,c_klasse,150000,benzin,mercedes_benz,nein,27.58
33116,privat,Angebot,16500,control,kleinwagen,manuell,200,a3,90000,,audi,nein,12.92
33117,privat,Angebot,1750,test,kleinwagen,manuell,50,polo,150000,benzin,volkswagen,nein,20.83
33118,privat,Angebot,4490,test,limousine,manuell,155,accord,150000,benzin,honda,nein,18.92
33119,privat,Angebot,699,test,bus,manuell,110,andere,150000,benzin,mitsubishi,nein,22.75
33120,privat,Angebot,390,control,limousine,manuell,75,focus,5000,benzin,ford,ja,18.25
33121,privat,Angebot,2990,control,kombi,manuell,116,i_reihe,150000,diesel,hyundai,nein,13.42
33122,privat,Angebot,5999,test,coupe,automatik,280,clk,150000,benzin,mercedes_benz,ja,21.42
33123,privat,Angebot,5950,test,limousine,manuell,90,bravo,125000,benzin,fiat,nein,11.08
33125,privat,Angebot,1550,control,,automatik,125,a_klasse,150000,benzin,mercedes_benz,nein,5.83
33126,privat,Angebot,12500,test,limousine,manuell,280,vectra,100000,benzin,opel,nein,14.17
33127,privat,Angebot,1430,test,kleinwagen,manuell,60,punto,125000,benzin,fiat,nein,18.33
33128,privat,Angebot,799,control,kleinwagen,,45,fortwo,150000,benzin,smart,nein,22.25
33129,privat,Angebot,1299,control,bus,automatik,113,,150000,,kia,,18.0
33130,privat,Angebot,12900,control,suv,manuell,117,qashqai,70000,benzin,nissan,ja,9.25
33131,privat,Angebot,6000,control,kombi,manuell,116,3er,150000,diesel,bmw,nein,17.92
33132,privat,Angebot,16900,control,limousine,manuell,143,3er,80000,diesel,bmw,nein,10.92
33133,privat,Angebot,8700,control,limousine,manuell,163,3er,150000,diesel,bmw,nein,13.33
33134,privat,Angebot,1950,control,suv,automatik,177,freelander,150000,benzin,rover,nein,21.08
33135,privat,Angebot,999,test,kleinwagen,manuell,60,punto,150000,benzin,fiat,nein,21.17
33136,privat,Angebot,5490,test,limousine,manuell,105,golf,100000,benzin,volkswagen,nein,17.83
33137,privat,Angebot,450,test,cabrio,manuell,101,golf,150000,benzin,volkswagen,ja,23.25
33138,privat,Angebot,3000,control,limousine,automatik,286,7er,150000,lpg,bmw,nein,25.33
33139,privat,Angebot,15999,control,limousine,manuell,490,golf,150000,benzin,volkswagen,nein,20.75
33140,privat,Angebot,8700,control,kombi,automatik,140,passat,150000,diesel,volkswagen,nein,15.08
33141,privat,Angebot,3299,control,kombi,manuell,133,c5,150000,diesel,citroen,nein,19.33
33142,privat,Angebot,800,test,limousine,manuell,133,80,150000,benzin,audi,ja,28.83
33143,privat,Angebot,6500,control,kleinwagen,manuell,75,polo,125000,diesel,volkswagen,nein,12.5
33144,privat,Angebot,4299,test,limousine,manuell,150,a3,150000,benzin,audi,nein,20.75
33145,privat,Angebot,14000,control,kombi,,125,focus,50000,benzin,ford,,7.0
33146,privat,Angebot,100,test,kleinwagen,manuell,45,corsa,150000,benzin,opel,nein,24.08
33147,privat,Angebot,550,test,limousine,manuell,90,carisma,150000,benzin,mitsubishi,ja,23.92
33148,privat,Angebot,1450,control,kleinwagen,manuell,102,a_klasse,150000,benzin,mercedes_benz,nein,21.92
33149,privat,Angebot,3999,control,kleinwagen,manuell,80,polo,125000,benzin,volkswagen,nein,15.25
33150,privat,Angebot,22500,test,limousine,automatik,170,a4,50000,benzin,audi,nein,8.08
33151,privat,Angebot,25300,control,bus,automatik,177,touran,30000,diesel,volkswagen,nein,8.75
33152,privat,Angebot,1300,test,limousine,manuell,120,147,125000,benzin,alfa_romeo,ja,20.25
33153,privat,Angebot,5450,control,limousine,automatik,170,c_klasse,150000,diesel,mercedes_benz,nein,19.67
33154,privat,Angebot,11300,test,suv,manuell,156,4_reihe,150000,diesel,peugeot,nein,12.42
33155,privat,Angebot,1980,test,kombi,automatik,170,e_klasse,150000,diesel,mercedes_benz,,20.17
33156,privat,Angebot,58500,test,cabrio,automatik,421,mustang,100000,benzin,ford,nein,55.58
33157,privat,Angebot,1100,control,kleinwagen,manuell,60,corsa,150000,benzin,opel,nein,20.42
33158,privat,Angebot,1199,control,kleinwagen,manuell,45,corsa,90000,benzin,opel,nein,24.83
33159,privat,Angebot,18999,test,kleinwagen,manuell,110,polo,10000,benzin,volkswagen,nein,7.92
33161,privat,Angebot,17000,test,kombi,manuell,204,c_klasse,150000,diesel,mercedes_benz,nein,9.25
33162,privat,Angebot,225,test,limousine,automatik,108,mondeo,150000,benzin,ford,ja,27.0
33163,privat,Angebot,2000,test,limousine,manuell,118,3er,150000,benzin,bmw,nein,23.42
33164,privat,Angebot,1700,control,limousine,automatik,100,3_reihe,100000,benzin,mazda,nein,19.5
33165,privat,Angebot,1900,test,limousine,automatik,170,e_klasse,125000,benzin,mercedes_benz,nein,21.08
33166,privat,Angebot,26200,control,kombi,automatik,170,e_klasse,80000,diesel,mercedes_benz,nein,10.5
33167,privat,Angebot,2150,test,kleinwagen,manuell,82,getz,125000,benzin,hyundai,nein,18.33
33169,privat,Angebot,5500,test,kombi,manuell,131,passat,150000,diesel,volkswagen,nein,20.08
33170,privat,Angebot,2950,control,kombi,manuell,170,c_klasse,150000,diesel,mercedes_benz,,18.5
33171,privat,Angebot,1850,test,kombi,manuell,101,passat,150000,diesel,volkswagen,nein,20.75
33172,privat,Angebot,11400,control,kleinwagen,manuell,98,one,30000,benzin,mini,nein,10.75
33173,privat,Angebot,1299,control,kleinwagen,manuell,75,clio,150000,benzin,renault,ja,19.42
33174,privat,Angebot,6800,test,suv,manuell,136,x_trail,150000,,nissan,nein,16.25
33176,privat,Angebot,1111,test,limousine,manuell,115,andere,40000,benzin,opel,nein,36.08
33177,privat,Angebot,750,test,bus,manuell,58,kangoo,150000,benzin,renault,nein,23.92
33178,privat,Angebot,4499,control,cabrio,manuell,26,601,60000,benzin,trabant,,33.33
33179,privat,Angebot,1350,control,bus,manuell,116,andere,150000,benzin,suzuki,nein,20.92
33180,privat,Angebot,4590,control,kombi,manuell,136,passat,150000,diesel,volkswagen,nein,17.75
33181,privat,Angebot,1590,test,kleinwagen,manuell,95,forfour,150000,benzin,smart,nein,17.25
33182,privat,Angebot,5350,test,limousine,manuell,163,3er,150000,diesel,bmw,,16.42
33183,privat,Angebot,5555,test,bus,manuell,75,golf,125000,benzin,volkswagen,nein,16.42
33184,privat,Angebot,1450,test,limousine,automatik,74,vectra,80000,benzin,opel,ja,26.0
33185,privat,Angebot,12950,control,suv,manuell,135,i_reihe,90000,benzin,hyundai,nein,9.25
33186,privat,Angebot,2200,test,kombi,manuell,101,focus,150000,diesel,ford,nein,18.17
33187,privat,Angebot,300,test,kombi,manuell,120,passat,150000,,volkswagen,nein,24.08
33189,privat,Angebot,48700,test,limousine,,360,,150000,,sonstige_autos,nein,28.25
33190,privat,Angebot,4800,control,kleinwagen,manuell,54,polo,20000,benzin,volkswagen,,16.5
33191,privat,Angebot,24900,control,bus,automatik,211,b_klasse,50000,benzin,mercedes_benz,nein,8.25
33192,privat,Angebot,1100,test,kleinwagen,manuell,65,clio,150000,diesel,renault,nein,18.83
33193,privat,Angebot,1450,test,cabrio,manuell,75,golf,150000,benzin,volkswagen,ja,22.33
33194,privat,Angebot,4699,test,limousine,manuell,109,a_klasse,150000,diesel,mercedes_benz,nein,14.33
33195,privat,Angebot,1999,test,coupe,,197,clk,150000,benzin,mercedes_benz,,20.67
33196,privat,Angebot,888,test,kombi,manuell,90,focus,150000,diesel,ford,nein,21.92
33197,privat,Angebot,12499,test,suv,manuell,167,captiva,80000,benzin,chevrolet,nein,10.58
33198,privat,Angebot,3750,control,,manuell,60,lupo,80000,benzin,volkswagen,nein,4.58
33199,privat,Angebot,900,test,kleinwagen,manuell,58,twingo,125000,benzin,renault,ja,15.17
33201,privat,Angebot,32000,control,limousine,automatik,184,e_klasse,70000,benzin,mercedes_benz,nein,13.25
33202,privat,Angebot,18490,control,limousine,manuell,110,golf,20000,diesel,volkswagen,nein,6.17
33203,privat,Angebot,1690,control,coupe,manuell,192,3er,150000,,bmw,,28.75
33205,privat,Angebot,2200,control,limousine,manuell,125,passat,150000,benzin,volkswagen,nein,22.83
33207,privat,Angebot,29980,test,coupe,automatik,265,e_klasse,50000,diesel,mercedes_benz,nein,9.58
33209,privat,Angebot,1650,test,bus,manuell,87,andere,150000,diesel,mitsubishi,nein,20.58
33210,privat,Angebot,2300,control,,manuell,75,lupo,125000,benzin,volkswagen,nein,4.0
33211,privat,Angebot,1555,test,kleinwagen,manuell,82,clio,150000,diesel,renault,nein,16.58
33212,privat,Angebot,13500,control,limousine,automatik,224,,150000,benzin,sonstige_autos,nein,24.58
33213,privat,Angebot,549,control,kombi,manuell,141,ptcruiser,150000,benzin,chrysler,nein,20.25
33214,privat,Angebot,4700,control,kombi,automatik,233,a4,150000,diesel,audi,ja,15.0
33215,privat,Angebot,8999,test,limousine,automatik,306,e_klasse,150000,benzin,mercedes_benz,nein,18.83
33216,privat,Angebot,1400,control,andere,manuell,75,golf,150000,benzin,volkswagen,,29.5
33217,privat,Angebot,19299,control,limousine,automatik,170,golf,80000,diesel,volkswagen,nein,9.33
33218,privat,Angebot,7500,test,kombi,manuell,86,ibiza,70000,benzin,seat,nein,11.67
33219,privat,Angebot,8200,test,coupe,automatik,170,clk,125000,benzin,mercedes_benz,nein,18.67
33221,privat,Angebot,5490,control,kleinwagen,manuell,60,polo,90000,benzin,volkswagen,nein,14.58
33222,privat,Angebot,12900,control,kombi,automatik,197,5er,150000,diesel,bmw,nein,13.5
33224,privat,Angebot,2790,control,limousine,manuell,116,3er,150000,benzin,bmw,nein,18.0
33225,privat,Angebot,2650,control,suv,automatik,218,m_klasse,150000,benzin,mercedes_benz,nein,22.58
33227,privat,Angebot,4000,control,kleinwagen,manuell,65,punto,70000,benzin,fiat,nein,15.83
33228,privat,Angebot,2750,test,limousine,automatik,203,andere,150000,benzin,chrysler,nein,20.33
33229,privat,Angebot,16000,test,limousine,manuell,110,andere,20000,benzin,mercedes_benz,nein,51.58
33230,privat,Angebot,800,test,kombi,manuell,101,passat,150000,benzin,volkswagen,,23.17
33231,privat,Angebot,8200,control,limousine,automatik,306,7er,150000,,bmw,,16.75
33232,privat,Angebot,400,control,kleinwagen,manuell,50,lupo,150000,benzin,volkswagen,,23.83
33233,privat,Angebot,1250,control,limousine,manuell,122,c_klasse,150000,benzin,mercedes_benz,nein,22.42
33234,privat,Angebot,6900,control,bus,manuell,86,note,80000,diesel,nissan,nein,13.25
33235,privat,Angebot,950,test,kombi,manuell,122,b_klasse,150000,benzin,mercedes_benz,nein,24.58
33236,privat,Angebot,690,control,kleinwagen,manuell,58,twingo,150000,benzin,renault,nein,23.83
33237,privat,Angebot,9990,test,kleinwagen,manuell,87,corsa,20000,benzin,opel,nein,9.0
33238,privat,Angebot,250,test,limousine,automatik,116,vectra,150000,,opel,ja,24.58
33239,privat,Angebot,1700,control,limousine,manuell,113,3er,150000,benzin,bmw,nein,30.83
33241,privat,Angebot,14500,test,kombi,automatik,170,passat,150000,diesel,volkswagen,nein,10.17
33242,privat,Angebot,2990,test,kombi,manuell,131,mondeo,125000,benzin,ford,nein,17.58
33244,privat,Angebot,17500,test,suv,manuell,135,sportage,40000,benzin,kia,nein,6.33
33245,privat,Angebot,5400,control,limousine,automatik,129,5er,150000,benzin,bmw,nein,35.0
33246,privat,Angebot,1800,test,limousine,automatik,150,golf,150000,benzin,volkswagen,nein,23.92
33247,privat,Angebot,21950,control,suv,automatik,239,q5,150000,diesel,audi,nein,10.08
33248,privat,Angebot,9990,test,kombi,manuell,105,caddy,125000,diesel,volkswagen,nein,12.5
33249,privat,Angebot,29850,test,kombi,manuell,211,a4,50000,benzin,audi,nein,9.25
33250,privat,Angebot,2190,test,kombi,automatik,155,signum,150000,benzin,opel,ja,18.17
33251,privat,Angebot,1500,control,coupe,manuell,147,astra,150000,benzin,opel,nein,19.17
33252,privat,Angebot,10899,control,kombi,automatik,105,golf,150000,diesel,volkswagen,nein,10.08
33253,privat,Angebot,1850,control,kombi,manuell,110,bora,150000,benzin,volkswagen,nein,19.17
33254,privat,Angebot,1201,control,limousine,manuell,140,primera,150000,benzin,nissan,nein,21.5
33255,privat,Angebot,2800,control,kleinwagen,manuell,60,lupo,100000,benzin,volkswagen,,18.33
33256,privat,Angebot,3750,test,bus,manuell,128,andere,150000,diesel,peugeot,nein,16.42
33257,privat,Angebot,2200,control,limousine,manuell,95,colt,150000,benzin,mitsubishi,nein,16.58
33258,privat,Angebot,1000,test,limousine,manuell,116,vectra,80000,benzin,opel,nein,30.92
